identifier,guid,kind,desc_chars,wiki_pages,wiki_chars,n_files,n_doc_files,doc_files
10.17605/osf.io/mns7j,mns7j,nodes,0,1,119,32,26,PCIRR-S1-snapshot-Tversky&Kahneman1971-replication-extension-cover-letter.docx | PCIRR-S1-snapshot-Tversky&Kahneman1971-replication-extension.docx | PCIRR_Tversky__Kahneman_1971_Replication__extension.docx | PCIRR_Tversky__Kahneman_1971_Replication__extension.pdf | PCIRR-S1-Tversky&Kahneman-1971-rep-ext-cover-letter.docx | PCIRR-S1-Tversky&Kahneman-1971-rep-ext-supplementary.docx | Hong&Feldman-PCIRR-Tversky&Kahneman-1971-rep-ext-preprint.pdf | PCIRR-S1-Tversky&Kahneman-1971-rep-ext-main-manuscript.docx | README.docx | Tversky-Kahneman1971-analyses-v2-G.docx
10.17605/osf.io/j6tqr,j6tqr,nodes,0,1,604,46,35,RSOS-Norton-etal-2007-rep-ext-supplementary.docx | RSOS-Norton-etal-2007-rep-ext-main-manuscript.docx | Horsham-etal-2025-RSOS-Norton-etal-2007-rep-ext-preprint.pdf | horsham-et-al-does-learning-more-about-others-impact-liking-them-replication-and-extension-registered-report-of-norton.pdf | Horsham-etal-2025-RSOS-Norton-etal-2007-rep-ext-print-with-supp.pdf | rsos250441_si_001.docx | PCIRR-S1-Norton-etal-2007-rep-ext-main-manuscript.docx | PCIRR-S1-Norton-etal-2007-rep-ext-supplementary-v3-G.docx | Horsham-etal-PCIRR-Norton-etal-2007-rep-ext-preprint.pdf | PCIRR-S1-Norton-etal-2007-rep-ext-cover-letter.docx
10.17605/osf.io/n4jkh,n4jkh,nodes,0,1,284,30,8,"Small, Loewenstein & Slovic (2007) Replication & extension_ Main manuscript.docx | Small, Loewenstein & Slovic (2007) Replication & Extension_ Supplementary.docx | Small_Loewenstein__Slovic_2007_Study1__3_Replication__Extension.docx | Maier-etal-2023-Collabra-Small-etal-2007-replication-extension-print.pdf | Maier-etal-2023-Collabra-Small-etal-2007-replication-extension-print-correction-v1.pdf | collabra_2023_9_1_90203_187059-Peer Review and Communication History.docx | collabra_2023_9_1_90203_187057-response-to-JDM-letter.pdf | collabra_2023_9_1_90203_187058-JDM-decision-letter-forwarding.pdf"
10.17605/osf.io/ncb6d,ncb6d,nodes,0,0,0,2,1,README.pdf
10.17605/osf.io/nhqc4,nhqc4,nodes,0,1,105,27,7,Kahneman__Tversky-1972-Representativeness_Heuristics-Qualtrics_Survey.docx | Kahneman & Tversky (1972)_ Replication & extension - supplementary.docx | Kahneman & Tversky (1972)_ Replication & extension - main manuscript.docx | results_for_statcheck.docx | QJEP-final-Kahneman-Tversky-1972-repext-main-manuscript-v3-G.docx | QJEP-final-Kahneman-Tversky-1972-repext-supplementary.docx | Mayiwar-etal-Kahneman-Tversky-1972-repext-preprint-final-v2-corrections.pdf
10.17605/osf.io/knjhu,knjhu,nodes,0,1,526,33,14,20189-PSYC-Baron_Hershey_1988_Outcome_bias.docx | Baron Hershey_1988_Outcome Bias_Ng Ka Yuk(Sara)_article analysis-revised-G.docx | Baron Hershey_1988_Outcome Bias_Ng Ka Yuk(Sara)_revised pre-registration-G.docx | Baron Hershey 1988_Outcome bias_Kam Hoi Ching_Revised_Pre-registration-G.docx | Aiyer-etal-2023-IRSP-Baron-Hershey1988-replication-extension-preprint-final.pdf | IRSP-final-BH1988-rep-ext-supplementary-v2-G.docx | IRSP-final-BH1988-rep-ext-main-manuscript-v3-G.docx | Aiyer-etal-2023-IRSP-Baron-Hershey1988-replication-extension-print.pdf | analysisWITHExcludedData.docx | OutcomeBiasAnalysis-v4-Raj.docx
10.17605/osf.io/n9zp4,n9zp4,nodes,0,1,280,28,25,Dinner-etal-2011-Yam-Moon-Ling-Monique-thesis.pdf | PCI-RR-Dinner etal 2011 Replication-Extension-Snapshot-v3-G.docx | PCI-RR-Dinner etal 2011 Replication-Extension-cover-letter.docx | RRR_Dinner_et_al_2011_replication__extensions.pdf | RRR_Dinner_et_al_2011_replication__extensions.docx | PCIRR-S1-Dinner-etal-2011-rep-ext-cover-letter.docx | PCIRR-S1-Dinner-etal-2011-rep-ext-supplementary.docx | PCIRR-S1-Dinner-etal-2011-rep-ext-main-manuscript.docx | Yam&Feldman-PCIRR-S1-Dinner-etal-2011-rep-ext-preprint.pdf | SimulatedDataAnalysis-Replication-Dinner-etal-2011-v12-M.pdf
10.17605/osf.io/p3scn,p3scn,nodes,0,0,0,1,1,MathConceptualReplication.docx
10.17605/osf.io/ncbq2,ncbq2,nodes,0,0,0,23,5,Pronin-etal-2001-replication-GroupA-mainmanuscript.docx | Pronin-etal-2001-replication-GroupA-supplementary.docx | Transparency Report-2.pdf | Pronin-etal-2001-replication-GroupB-mainmanuscript.docx | Pronin-etal-2001-replication-GroupB-supplementary.docx
10.17605/osf.io/pb9w7,pb9w7,nodes,0,1,0,22,1,Mertens & Morriss 2020 IU and threat reversal_preprint.docx
10.17605/osf.io/p4rgd,p4rgd,nodes,0,0,0,7,4,Norm Theory-past-regret-Pre-registration-exp2-v1.docx | Replication_Impact_of_past_behavior_norms_on_regret_-_Second_run-anonymous.docx | Norm Theory-past-regret-Pre-registration-exp1-v4-previous-replication.docx | Kutscher-Feldman-2018-CogEmo-past-behavior-regret-exceptionality-replication-extension-supplementary.pdf
10.17605/osf.io/q9myv,q9myv,nodes,0,3,1721,7,5,Readings and Prompts for Discussion Board Assignment.docx | Assigned Role-Play Readings.docx | Prompts 1 and 2 and Examples of Student Responses.docx | Prompt 3 and Examples of Student Responses.docx | RMarkdown_FL19_Ethics_Analyses_032321_OSF.docx
10.17605/osf.io/r26m7,r26m7,nodes,0,0,0,5,2,Paper_ConsensusMessaging_Manuscript_pre_print.pdf | GBM_Study1.pdf
10.17605/osf.io/ptqwm,ptqwm,nodes,0,1,1014,141,2,description of public data and variables.pdf | results of the analysis with ICA.pdf
10.17605/osf.io/qbp4g,qbp4g,nodes,0,0,0,31,6,Hsee and Rottenstreich (2004) replication & extension_ Supplementary.docx | Hsee and Rottenstreich (2004) replication & extension_ Main manuscript.docx | Tam-Feldman-2021-Hsee-Rottenstreich-2004-replication-preprint.pdf | Hsee__Rottenstreich_2004_Replication__Extension-v2.docx | Panda stimuli-prep.docx | Hsee_and_Rottenstreich_2004_replication__extension_DUMMY_DATASET.docx
10.17605/osf.io/rgyv5,rgyv5,nodes,0,0,0,38,4,Preregistration Form.pdf | Relevant_Channel.pdf | Questionnaire_German.pdf | Questionnaire_English.pdf
10.17605/osf.io/pm264,pm264,nodes,0,1,861,35,24,Petrov-etal-PCIRR-Soman-2001-replication-extension-preprint-v6.pdf | Petrov-etal-2023-IRSP-Soman-2001-replication-extension-official-print+supp+PCIRR-review-correction.pdf | Sunk-cost-effect_PCIRR-Stage1-Snapshot-v2-G.docx | PCI-RR snapshot cover letter-v1-G.docx | PCIRR-Soman 2001-Replication-Supplementary-v6-G.docx | PCIRR-Soman 2001-Replication-Manuscript-v6-G.docx | Petrov-etal-PCIRR-Soman-2001-replication-extension-preprint.pdf | Soman-2001---Power-analysis-script-v2-G.pdf | RRR_PCIRR_Soman_2001_Studies_1_2__5.pdf | RRR_PCIRR_Soman_2001_Studies_1_2__5.docx
10.17605/osf.io/rvpzf,rvpzf,nodes,0,1,104,2,2,Chandrashekar-Feldman-2025-JDM-reply-to-Shafir-commentary-on-choosing-rejecting-preprint-v6-final.pdf | Chandrashekar-Feldman-2025-JDM-reply-to-Shafir-commentary-on-choosing-rejecting-print.pdf
10.17605/osf.io/rv9mw,rv9mw,nodes,0,1,149,29,6,20189-PSYC-Shafir_et_al_1997.docx | Shafir et al_1997_Li Jie_Revised Pre-registration-G.docx | Shafir et al_1997_Money illusion_Lei Hoi Ching_revised Preregistraion-G.docx | Shafir et al_1997_Money_Illusion_Anvita_Revised Pre-Registration-G.docx | Shafir et al_1997_Tsun Shue Man_revised pre-registration-G.docx | Ziano et al 2021 Money illusion Shafir-etal-1997 Replication Extension-preprint.pdf
10.17605/osf.io/rwdn6,rwdn6,nodes,0,1,307,24,17,WOO-Rachael-TseLyn-2024-Barasch-etal-2014-replication-thesis.pdf | PCIRR-Barasch-etal-2014-replication-snapshot.docx | PCIRR-Barasch-etal-2014-replication-cover-letter.docx | Barasch-etal-2014-replication-extension-Registered-Report-supplementary.docx | Barasch-etal-2014-replication-extension-Registered-Report-cover-letter.docx | Barasch-etal-2014-replication-extension-Registered-Report-main-manuscript.docx | Woo-Feldman-2024-PCIRR-Barasch-etal-2014-replication-extension-Registered-Report-preprint.pdf | Barasch_et_al_2014_replication_and_extension_PCIRR.docx | Barasch_et_al_2014_replication_and_extension_PCIRR.pdf | README.docx
10.17605/osf.io/s9fxy,s9fxy,nodes,0,0,0,22,10,"In-class experiment report-2.docx | Weinstein_1980_GroupA_Replication & Extension_Main Manuscript.docx | Weinstein_1980_GroupA_Replication & Extension_Supplementary.docx | replication & extension main manuscript (Weinstein, 1980 - Group A).docx | Weinstein_1980_Unrealistic_Optimism_Group_A.docx | replication & extension supplementary (Weinstein, 1980 - Group A).docx | Weinstein1980-Unrealistic_Optimism-Group_B-Event_RatingAnxiety-Final.docx | replication & extension supplementary (Weinstein, 1980 - Group B).docx | replication & extension main manuscript (Weinstein, 1980 - Group B).docx | Replication_Jamovi Variable Computation and Filter Code.docx"
10.17605/osf.io/t7jjk,t7jjk,nodes,0,0,0,6,3,Tucker-Drob et al 2014 Person x Nation Int.pdf | Tucker-Drob et al 2014 Person x Nation Int SUPP.pdf | Zheng PISA PS.pdf
10.17605/osf.io/t7vf8,t7vf8,nodes,0,0,0,35,3,Pre-registering Experiment 1 2 3 Analysis Plan.docx | Pre-registering Experiment 1 2 3 Hypothesis.docx | Pre-registering Experiment 1 2 3 Method.docx
10.17605/osf.io/sufjn,sufjn,nodes,0,1,865,62,8,SPPS-final-AH-Replication-extension-title-page-v1.docx | Efendić et al-2022-affect-heuristic-replication-extension-preprint-final.pdf | SPPS-final-AH-Replication-extension-supplementary-v1.docx | SPPS-final-AH-Replication-extension-main-manuscript-v1.docx | Efendić et al-2022-affect-heuristic-replication-extension-print.pdf | tech95questionaire.pdf | ReadMe_Pre-registration.docx | Method-RNR3-V10-P.pdf
10.17605/osf.io/tjq9w,tjq9w,nodes,0,0,0,6,5,20190220AA_survey_wave2.pdf | 20190220AA_survey_wave1.pdf | 20190220AA_headlines.pdf | yougov-statement.pdf | egap-fake-news-tips-postelection18-blind.pdf
10.17605/osf.io/umj4h,umj4h,nodes,0,1,1078,10,2,Supplementary Materials.pdf | Power Analysis.pdf
10.17605/osf.io/thnmu,thnmu,nodes,0,0,0,8,8,Stage 1 Registered Report_PCIRR_0605.docx | Stage 1 Registered Report_PCIRR_0615.docx | Stage 1 Registered Report_PCIRR_0615_revised_clean.docx | Stage 1 Registered Report_PCIRR_0615_revised_blue.docx | Supplementary Materials_0615.pdf | Supplementary Materials_0915_revised_v2.pdf | Stage 1 Registered Report_PCIRR_0915_revised_blue.docx | Stage 1 Registered Report_PCIRR_0915_revised_clean.docx
10.17605/osf.io/uv9sn,uv9sn,nodes,0,1,2474,1,1,Bachelorthesis.pdf
10.17605/osf.io/t5kz9,t5kz9,nodes,0,1,575,25,20,Lerner&Keltner-2001-rep-ext-ose Sirui LU-Thesis.pdf | PCIRR-S2-final-Lerner-Keltner-2001-replication-main-manuscript.docx | PCIRR-S2-final-Lerner-Keltner-2001-replication-supplementary.docx | Lu-etal-2024-PCIRR-S2-Lerner-Keltner-2001-rep-ext-final.pdf | Lu-etal-2025-JPSP-PPID-PCIRR-Lerner-Keltner-2001-RRR-preprint-v6.pdf | PCIRR-snapshot-Lerner&Keltner(2001)-rep-ext-v4-S.docx | PCIRR Lerner & Keltner (2001)_ Replication and Extension supplementary.docx | PCIRR Lerner & Keltner (2001)_ Replication and Extension main manuscript.docx | Lu & Feldman-PCIRR-Lerner-Keltner-2001-rep-ext-preprint.pdf | RRR_Lerner__Keltner_2001_Replication_and_Extension.pdf
10.17605/osf.io/vdu4b,vdu4b,nodes,0,0,0,12,12,Ethics Form.docx | Ethics Documents.docx | Plan for meeting 27.01.docx | Meeting 03.03.docx | Plan for meeting 15.03.docx | Meeting Plan 31.03.docx | effect_size_Buunk_1997.pdf | Jealousy Project Questionnaire.docx | Amendment to study.docx | Cleansing Data.docx
10.17605/osf.io/vhbek,vhbek,nodes,0,0,0,1,0,
10.17605/osf.io/ve9bg,ve9bg,nodes,0,0,0,21,9,20189-PSYC-Shafir_1993_Choosing_vs_Rejecting.docx | Shafir_1993_Choosing_Versus_Rejecting_Won_Young_Cho_Pre-registration_Revised-G.docx | Shafir_1993_Choosing versus rejecting_Chan szeying_revised pre-registration-G.docx | Shafir (1993)_Options betterworse_Jasmin Weber_revised pre-registration-G.docx | Shafir-1993-Choosing vs rejecting-Connie Chu Tsz Ching-pre-registration_revised-G.docx | Chandrashekar et al 2020 Shafir (1993) replication and extensions-preprint-v4.pdf | Method-v2-G.pdf | SupplyMtrl.pdf | Method-RNR2-V1-P.pdf
10.17605/osf.io/vrn4u,vrn4u,nodes,0,0,0,0,0,
10.17605/osf.io/v2w5h,v2w5h,nodes,0,1,374,42,12,Carter and Gilovich (2012) replication and extension Supplementary.docx | Carter and Gilovich (2012) replication and extension Main manuscript.docx | Codebook.pdf | Chen-etal-2023-Collabra-Carter&Gilovich2012-replication-extension-print.pdf | collabra_2023_9_1_57785_123946.docx | collabra_2023_9_1_57785_123947.docx | Carter_and_Gilovich_2012_Study_3A_3B_3C_5_and_extension.docx | Collabra-final-carter-gilovich-2012-rep-ext-title-page.docx | Collabra-final-carter-gilovich-2012-rep-ext-main-manuscript.docx | combined_comparison.pdf
10.17605/osf.io/vdqek,vdqek,nodes,0,2,1254,28,22,WONG-Chris-ChunLam-2024-Read-etal-1999-replication-thesis.pdf | RSOS-S2-final-Read-etal-1999-RRR-main-manuscript.docx | Wong-Feldman-2024-RSOS-Read-etal-1999-RRR-preprint-final.pdf | RSOS-S2-final-Read-etal-1999-RRR-supplementary.docx | Wong-Feldman-2025-RSOS-Read-etal-1999-RRR-print-with-suppl.pdf | PCIRR-S1-Read-etal-1999-replication-snapshot.docx | PCIRR-S1-Read-etal-1999-replication-cover-letter.docx | Wong-Feldman-2024-PCIRR-Read-etal-1999-replication-extension-Registered-Report-preprint.pdf | Read-etal-1999-replication-extension-Registered-Report-cover-letter.docx | Read-etal-1999-replication-extension-Registered-Report-main-manuscript.docx
10.17605/osf.io/w5hjm,w5hjm,nodes,0,0,0,2,2,replicationPAP.docx | replicationPAP_updated2021.docx
10.17605/osf.io/w49sz,w49sz,nodes,0,1,51,21,4,Follow-up_Protocol_MSc_thesis_Vrazitulis_230405_final.pdf | Important_Addendum_230412_to_Follow-up_Protocol_MSc_thesis_Vrazitulis_230405.pdf | MSc_thesis_Vrazitulis.pdf | Vrazitulis_et_al_Poster_for_XPrag_X_2023.pdf
10.17605/osf.io/vntra,vntra,nodes,0,1,3393,42,6,Preregistration_09062022.pdf | task_instructions_with_translations.docx | participant_demographic_information.docx | PreRegStatisticalModels_09062022.pdf | README.pdf | DescriptiveStatistics.docx
10.17605/osf.io/wd7zv,wd7zv,nodes,0,1,172,32,5,Jealousy_Replication-psyarxiv.pdf | Amendment to registration- regarding marriage..pdf | Qualtrics survey.docx | Post-study Replication recipe..pdf | effect size-original.pdf
10.17605/osf.io/wnsah,wnsah,nodes,0,0,0,2,1,Thesis.docx
10.17605/osf.io/w9gks,w9gks,nodes,0,0,0,35,0,
10.17605/osf.io/wmqtb,wmqtb,nodes,0,0,0,16,4,Heath_et_al_1999_Replication__extension.docx | Goals As Reference Points 1999 supplementary.docx | Goals As Reference Points 1999 main manuscrip.docx | Au-Feldman-2020-Heath-etal-1999-replication-extension-revisiting-goals-as-reference-points-preprint.pdf
10.17605/osf.io/x29k7,x29k7,nodes,0,1,1511,25,19,Stage 1 Registered Report_PCIRR.pdf | Stage 1 Registered Report_PCIRR.docx | Certification by the Ethics Committee.pdf | Power-analysis.pdf | Power-analysis_revised.pdf | stage1_revised_clean text.docx | stage1_revised_with changes.docx | stage1_revised_with changes.docx | stage1_revised_clean text.docx | stage1_revised_clean text.pdf
10.17605/osf.io/x6cq9,x6cq9,nodes,0,0,0,16,6,Hsee & Zhang 2004 Distinction Bias pre-registration.docx | Hsee__Zhang_2004_Distinction_Bias_Replication__Extension-FULL.docx | Anvari Olsen Hung & Feldman 2020 JESP Hsee & Zhang 2004 replication extension-preprint.pdf | Hsee__Zhang_2004_Distinction_Bias_Replication__Extension-FULL.docx | Hsee__Zhang_2004_Distinction_Bias_Replication__Extension-FULL.pdf | Hsee__Zhang_2004_testing_copy-paste_task.docx
10.17605/osf.io/xcy9f,xcy9f,nodes,0,0,0,37,8,20190215-Caruso 2008 temporal value asymmetry_pre-reg replication-G.docx | Caruso_etal_2008_2010_Temporal_Value_Asymmetry_Full.docx | Dissertation_3035585310.pdf | Dissertation_3035585310.docx | JOEP-final-TVA-replication-supplementary.docx | El Halabi et al-2022-JOEP-TVA replication & extension-preprint-final.pdf | JOEP-final-TVA-replication-main-v6.docx | ElHalabi-etal-2022-JOEP-TVA-replication-extension-print.pdf
10.17605/osf.io/y9p7u,y9p7u,nodes,0,1,414,50,13,"Effect-size-calculations.docx | READMEFIRST.docx | Collabra-final-Heyman&Ariely-rep-ext-supplementary.docx | Imada etal-Heyman & Ariely 2004-reps-exts-preprint-final.pdf | Collabra-final-Heyman&Ariely-rep-ext-main.docx | Collabra-final-Heyman&Ariely-rep-ext-title-page.docx | Imada etal-Heyman & Ariely 2004-reps-exts-print.pdf | Heyman__Ariely_2004_Group_A.docx | replication & extension main manuscript (Heyman & Ariely, 2004 - Group A).docx | replication & extension supplementary (Heyman & Ariely, 2004 - Group A).docx"
10.17605/osf.io/yp7s3,yp7s3,nodes,0,0,0,4,1,AsPredicted (for peer-review only) #11700.pdf
10.17605/osf.io/ynr69,ynr69,nodes,0,0,0,12,4,Newman-Bloom-2012-RRR-main-manuscript-v3-G.docx | Newman-Bloom-2012-RRR-supplementary-v3-G.docx | Newman_Bloom_2012_RRR.pdf | Newman_Bloom_2012_RRR.docx
10.17605/osf.io/zrjy4,zrjy4,nodes,0,0,0,1,0,
10.17605/osf.io/ycxh3,ycxh3,nodes,0,1,56,25,17,Curley et al 1986-rep-ext-PCIRR snapshot.docx | Curley et al 1986 replication & extension main manuscript.docx | Yiu & Feldman-ambiguity-avoidance-Curley-etal-1986-replication-extension-preprint.pdf | Curley et al 1986 replication & extension supplementary.docx | Dawn-Original-Effect-Sizes-v2-G.docx | Dawn-Original-Effect-Sizes-v2-G.pdf | RRR_Curley_Yates_and_Abram_1986_Ambiguity_Avoidance_Studies_1_2_4.docx | RRR_Curley_Yates_and_Abram_1986_Ambiguity_Avoidance_Studies_1_2_4.pdf | Curley-et-al-1986-replication-extension-data-analysis.pdf | Curley-et-al-1986-replication-extension-data-analysis.docx
10.17605/osf.io/za7t2,za7t2,nodes,0,0,0,8,5,Norm Theory-past-regret-v4-Pre-registration-G.docx | Kutscher-Feldman-2018-CogEmo-past-behavior-regret-exceptionality-replication-extension-supplementary.pdf | Replication_Impact_of_past_behavior_norms_on_regret - Anonymized.docx | Corrected_issue_in_Exp3_Replication_Impact_of_past_behavior_norms_on_regret.pdf | Corrected_issue_in_Exp3_Replication_Impact_of_past_behavior_norms_on_regret.docx
osf.io/25fnw,25fnw,nodes,0,0,0,2,2,Akselevich&Gilaie-Dotan_replication_SuppMat.docx | Akselevich&Gilaie-Dotan_replication OSF_README.docx
osf.io/25u7b,25u7b,nodes,0,1,88,1,0,
10.17605/osf.io/yu25a,yu25a,nodes,0,1,299,40,16,CHENG-Emanuel-YimTung-2024-Olivola-and-Shafir-2013-replication-thesis.pdf | PCIRR-S1-Olivola-Shafir-2013-replication-snapshot.docx | PCIRR-S1-Olivola-Shafir-2013-replication-cover-letter.docx | PCIRR-Olivola-Shafir-2013-replication-extension-Registered-Report-main-manuscript.docx | PCIRR-Olivola-Shafir-2013-replication-extension-Registered-Report-supplementary.docx | Cheng-Feldman-2024-PCIRR-Olivola-Shafir-2013-replication-extension-Registered-Report-preprint.pdf | PCIRR-Olivola-Shafir-2013-replication-extension-Registered-Report-cover-letter.docx | Olivola-Shafir-2013-replication-PCIRR.pdf | Olivola-Shafir-2013-replication-PCIRR.docx | Cheng-Feldman-2024-PCIRR-Olivola-Shafir-2013-replication-extension-Registered-Report-preprint-v2.pdf
osf.io/294bx,294bx,nodes,0,0,0,1,1,Replicating Dissonance 2019.06.11 David.pdf
osf.io/2awcr,2awcr,nodes,0,0,0,1,1,Sanchez_APS_2023.pdf
osf.io/2hq6p,2hq6p,nodes,0,0,0,2,1,MSS interview study 3 Prereg final.docx
osf.io/2mvdk,2mvdk,nodes,0,0,0,22,2,aimswebPlus_Tiers_Guide.pdf | readme_setup.pdf
10.17605/osf.io/zytdx,zytdx,nodes,0,1,345,27,11,effect_size.pdf | Copy of Questionnaire.docx | Post-study Replication recipe..pdf | general_comments..pdf | Questionnaire for ethics document.docx | Recruitment Material - Adverts.docx | Participant Consent.docx | Recruitment material.docx | Ethics form.docx | Participant Consent.docx
osf.io/3ajn4,3ajn4,nodes,0,0,0,12,4,Preregistration of Study 1 (anonymized for peer-review only).pdf | Preregistration of Study 2 (anonymized for peer-review only).pdf | Study Materials (Study 2).pdf | Study Materials (Study 1).pdf
osf.io/2y6wj,2y6wj,nodes,0,1,531,13,6,"Alicke_1985_Final Sample.docx | Alicke 1985 pre-registration.docx | Alicke_1985_replication__extension_1st_run_initial_sample_-_Full.docx | 2019-05-27 Alicke 1985 pre-registration.docx | 2019-05-27_Alicke_1985_Final_Sample_v3.docx | Ziano, Mok, & Feldman (2020) SPPS Better-than-average-alicke-1985-replication-extension-preprint-final.pdf"
osf.io/3qujr,3qujr,nodes,0,1,1696,3,2,Gärtner_Vortrag_DPPD_2019_OSF.pdf | Gärtner_Poster_PuG_2024.pdf
osf.io/3tjzs,3tjzs,nodes,0,0,0,2,2,Document 1 - Preregistration.pdf | Document 2 - Stage 1 Protocol.pdf
osf.io/3vduc,3vduc,nodes,0,0,0,3,2,Hodson & Meleady American Psychology Accepted Manuscript.pdf | Questionnaire and Codebook.pdf
osf.io/3df5s,3df5s,nodes,0,2,2264,18,2,Chandrashekar-etal-2021-JDM-Bias Blind Spot-replications and agency extensions-print.pdf | Master.pdf
osf.io/43uwf,43uwf,nodes,0,1,457,1,1,Pre-registered replication of Experiment 2.pdf
osf.io/45nek,45nek,nodes,0,0,0,3,3,OSF Goal 3 Final Study Plan.pdf | OSF student measures Goal 3 Belonging.pdf | OSF analyses Goal 3 Belonging.pdf
osf.io/46zm7,46zm7,nodes,94,1,1242,0,0,
osf.io/2cg3e,2cg3e,nodes,0,0,0,34,7,"Replication plan-mere ownership-Qualtrics-v4-for-OSF.docx | Replication pre-registration-mere ownership-effect-v7.docx | Replication pre-registration-mere ownership-effect-v8.docx | OSF-Ownership-effect-replication-part2-3-output.pdf | Ziano, Yao, Gao, & Feldman 2020 JESP Ownership effect replications extensions-preprint.pdf | Mere ownership-2nd collection-pre-registration_G.docx | 2019-Mere_ownership_effect-2nd_data_collection.docx"
osf.io/4bq9f,4bq9f,nodes,0,1,1115,1,1,2022_SPSP_Lagap_Harma.pdf
osf.io/3qyf4,3qyf4,nodes,0,0,0,13,7,Study_1_Material_French.pdf | Study_1_Material_English.pdf | Study_1_Dataset_Presentation_Sheet.pdf | Preliminary_Study_Dataset_Presentation_Sheet.pdf | Preliminary_Study_Material_French.pdf | Preliminary_Study_Material_English.pdf | Study2_Dataset_Presentation_Sheet.pdf
osf.io/4mkvz,4mkvz,nodes,0,0,0,2,1,SP_Proposal_Revision.docx
osf.io/4mwya,4mwya,nodes,0,1,1744,2,2,OCURA PDF Abstract_Heitor D'Avila[15583].pdf | OCURA PDF Abstract_Heitor D'Avila[15583]-updated.pdf
osf.io/4pev8,4pev8,nodes,0,0,0,1,1,MoralGroup_EmPra_2024.pdf
osf.io/4yuym,4yuym,nodes,0,1,730,1,1,XPhiReplicability_PreReplicationForm ARB2011JPhil.docx
osf.io/4sqmw,4sqmw,nodes,0,1,2234,11,5,Preregistration of Temperament and Youth Psychopathology Study.pdf | Preregistration of Meta Analysis on Youth Personality and Psychopathology (Names redacted for upload).pdf | S2b. Externalizing Forest Plots.pdf | S2a. Internalizing Forest Plots.pdf | Meta-Analysis Study 1 Search Protocol.docx
osf.io/4nd9j,4nd9j,nodes,0,0,0,13,7,1. First Translation MO.docx | 6. Final Translation - General Agreement.docx | 5. BackwardTranslation AD.docx | 3. Common Translation JS.docx | 4.Translation adressing JV comments.docx | 2.First translation JPGS.docx | Pre-register_ReplicationBock&Burckley2019.pdf
osf.io/4z3e7,4z3e7,nodes,0,0,0,6,4,postprint_heterogeneity.pdf | Supplement A.pdf | Supplement B.pdf | Supplement C.pdf
osf.io/5gtfp,5gtfp,nodes,0,1,1606,1,1,urry_isre2019.pdf
osf.io/4fehs,4fehs,nodes,0,1,507,8,2,Procedure OSF.docx | OSF IV.docx
osf.io/4zwku,4zwku,nodes,0,0,0,3,1,PennyTrees_submission1.docx
osf.io/5s5qm,5s5qm,nodes,0,0,0,0,0,
osf.io/5rhjb,5rhjb,nodes,0,0,0,4,2,Snyder et al. Replication - Supplemental Research Plan.pdf | Supplemental Materials.pdf
osf.io/5d8ja,5d8ja,nodes,0,0,0,45,2,Online Supplement Predictors.docx | Removed content from Online Relationship Education for Help.docx
osf.io/5qu6b,5qu6b,nodes,0,0,0,15,4,1_preregistration.docx | 2_preregistration deviation.docx | 3_preregistration deviation #2.docx | e_syntax.docx
osf.io/5x8dp,5x8dp,nodes,0,1,408,10,6,Complete survey_Experiment 1.pdf | Stimulus material.docx | GCT likely_SPT unlikely_GCTfirst_3.pdf | SPT likely_GCT unlikely_GCTfirst_3.pdf | SPT likely_GCT unlikely_SPTfirst_3.pdf | GCT likely_SPT unlikely_SPTfirst_3.pdf
osf.io/5zq74,5zq74,nodes,0,0,0,7,1,Twenge 2007 ostracism prosocial.pdf
osf.io/5xfqy,5xfqy,nodes,0,0,0,1,1,pregistration_systemjustification_gender.pdf
osf.io/693gj,693gj,nodes,0,0,0,5,2,S1.docx | Pre-print.pdf
osf.io/64txm,64txm,nodes,0,0,0,9,3,SCFIS_Codebook_forOSF.pdf | Manuscript_forOSF.docx | SOM.docx
osf.io/6n7mg,6n7mg,nodes,0,0,0,6,3,Questionnaire-VBM.pdf | Preregistration-Protocol.pdf | Amendment-to-Preregistration!.pdf
osf.io/6uvs8,6uvs8,nodes,0,0,0,2,1,slides.pdf
osf.io/6548b,6548b,nodes,0,0,0,17,0,
osf.io/5v6mn,5v6mn,nodes,0,0,0,201,0,
osf.io/76hm5,76hm5,nodes,0,1,1605,1,1,Does it replicate.pdf
osf.io/76kx3,76kx3,nodes,0,1,1200,1,1,Proulx.J_SPSP RRR Data Blitz Talk_2.25.2020_final.pdf
osf.io/6m2hx,6m2hx,nodes,0,1,5001,8,7,MayiwarEtal2025_JPSP.pdf | Aetal2012replication_ms_anon-RR1-Rev3.pdf | Aetal2012replication_supp-RR1-Rev3.pdf | Aetal2012replication_ms_anon-RR1-Rev3.docx | Aetal2012replication_supp-RR1-Rev3.docx | Aetal2012replication_supp-RR2-Rev1.pdf | Aetal2012replication_ms-RR2-Rev1.pdf
osf.io/7bmkg,7bmkg,nodes,35,0,0,2,0,
osf.io/7dvcb,7dvcb,nodes,0,0,0,2,1,PCIT - A GRIM Conceptual Replication.docx
osf.io/7fvwb,7fvwb,nodes,0,0,0,2,1,Nees Liu Bogan Accepted Preprint v12.22.23.pdf
